Binomial_correct,WD,lnSM,LMA,Hmax,DS
Theobroma speciosum,0.616906384,6.862201622,61.43595247,16.5,EndoZoo
Theobroma subincanum,0.554569142,6.943669249,77.24328087,18,EndoZoo
Theobroma sylvestre,0.531687554,7.28687192,70.58761979,17.59444444,EndoZoo
Thyrsodium spruceanum,0.595555556,6.874818779,89.22081113,25,EndoZoo
Tibouchina francavillana,0.623629143,-2.309274085,72.22652249,9.344492481,NonZoo
Tibouchina splendens,0.623629143,-2.309274085,72.22652249,9.344492481,NonZoo
Tocoyena bullata,0.620175047,6.466109677,69.79394213,18.8925,EndoZoo
Toulicia guianensis,0.6027,3.191273358,94.39351559,30,NonZoo
Touroulia guianensis,0.76,3.324236341,52.50000012,26,EndoZoo
Tovomita caloneura,0.688501392,6.767486958,92.26015683,14.5625,EndoZoo
Tovomita choisyana,0.58,6.11204367,124.8,25,EndoZoo
Tovomita fructipendula,0.8,6.767486958,92.26015683,5.5,EndoZoo
Tovomita mangle,0.688501392,6.767486958,92.26015683,16,EndoZoo
Tovomita schomburgkii,0.688501392,6.767486958,93.09999997,14.5625,EndoZoo
Tovomita umbellata,0.86,6.767486958,92.26015683,14.5625,EndoZoo
Trattinnickia boliviana,0.471827285,5.348542215,59.13606446,34.375,EndoZoo
Trattinnickia burserifolia,0.46,7.185387016,92.2392833,20,EndoZoo
Trattinnickia rhoifolia,0.451141786,5.348542215,36.65957917,33,EndoZoo
Trema micrantha,0.322729874,1.276600041,47.66053676,31,EndoZoo
Trichilia cipo,0.656089846,4.695983908,60.85127412,15,EndoZoo
Trichilia elegans,0.65375,3.979681654,78.95758156,20,EndoZoo
Trichilia lecointei,0.9,5.446204992,58.1539751,17.25170889,EndoZoo
Trichilia lepidota,0.6425,5.942536873,103.9502606,30,EndoZoo
Trichilia micrantha,0.61268,4.815431111,46.49573286,15,EndoZoo
Trichilia pleeana,0.656688521,6.09272291,84.78887566,30,EndoZoo
Trichilia quadrijuga,0.558384286,4.21508618,61.89159438,30,EndoZoo
Trichilia rubra,0.58762,7.387269098,71.30146719,25,EndoZoo
Trichilia schomburgkii,0.686786667,5.446204992,58.1539751,17.25170889,EndoZoo
Trichilia septentrionalis,0.527221102,5.903543666,39.59560542,25,EndoZoo
Trichilia silvatica,0.78875,3.772261063,188.8574127,16,EndoZoo
Trymatococcus amazonicus,0.653725911,8.845057054,60.69435582,15,EndoZoo
Unonopsis duckei,0.56,6.355184119,70.07390354,35,EndoZoo
Unonopsis guatterioides,0.52,6.107713073,77.62463382,15,EndoZoo
Vantanea bahiaensis,1,9.140083309,115.8125791,9,EndoZoo
Vantanea guianensis,0.865268975,10.12854926,75.59150355,30,EndoZoo
Vantanea paraensis,0.77,9.140083309,115.8125791,19.6,EndoZoo
Vantanea parviflora,0.852321225,6.400257445,111.5068944,31,EndoZoo
Vatairea erythrocarpa,0.884837,7.074116816,88.57688562,40,NonZoo
Vatairea guianensis,0.672038572,6.988511886,84.72870269,28.75,NonZoo
Vatairea paraensis,0.71,6.988511886,115,28.75,NonZoo
Vatairea sericea,0.665,6.988511886,84.72870269,28.75,NonZoo
Vernonanthura divaricata,0.4615,-0.778617927,64.31445811,11.2,NonZoo
Virola caducifolia,0.461,7.462115649,93.20000003,31.35681818,EndoZoo
Virola calophylla,0.48105659,7.397561536,93.00426822,22.2,EndoZoo
Virola crebrinervia,0.47896755,7.462115649,62.27892163,31.35681818,EndoZoo
Virola elongata,0.493726991,5.822059216,68.62396646,40,EndoZoo
Virola gardneri,0.507142857,8.630521877,133.4000001,38,EndoZoo
Virola guianensis,0.47896755,7.462115649,62.27892163,31.35681818,EndoZoo
Virola loretensis,0.47896755,7.462115649,62.27892163,31.35681818,EndoZoo
Virola michelii,0.471858111,7.677863501,51.16842261,38,EndoZoo
Virola mollissima,0.452471732,7.818229126,77.40000003,25,EndoZoo
Virola nervosa,0.47896755,7.462115649,62.27892163,31.35681818,EndoZoo
Virola officinalis,0.476,7.462115649,62.27892163,40,EndoZoo
Virola pavonis,0.5273528,7.685856165,89.5045167,25,EndoZoo
Virola sebifera,0.48303403,6.159291634,75.56511916,28.5,EndoZoo
Virola surinamensis,0.444615786,7.185902476,66.59448957,43,EndoZoo
Vismia baccifera,0.467133172,1.16315081,65.04891894,20,EndoZoo
Vismia cayennensis,0.495,0,75.05149012,8,EndoZoo
Vismia guianensis,0.529028167,-3.912023005,100.9233428,14,EndoZoo
Vismia japurensis,0.493912151,0.090998617,107.8958679,15,EndoZoo
Vismia latifolia,0.43,0.090998617,78.83695019,18,EndoZoo
Vismia sandwithii,0.493912151,0.090998617,78.83695019,13.94444444,EndoZoo
Vitex,0.59896859,4.832869726,67.96840161,14.713,EndoZoo
Vitex triflora,0.698581514,5.444784172,27.78086455,15,EndoZoo
Vochysia guianensis,0.509184848,4.70577703,103.782757,23.57407407,NonZoo
Vochysia inundata,0.474642987,4.70577703,88.19969553,23.57407407,NonZoo
Vochysia lucida,0.474642987,4.70577703,88.19969553,18,NonZoo
Vochysia maxima,0.495,4.70577703,88.19969553,23.57407407,NonZoo
Vochysia oblongifolia,0.474642987,4.70577703,88.19969553,30,NonZoo
Vochysia vismiifolia,0.474642987,4.70577703,87.0322019,23.57407407,NonZoo
Warszewiczia coccinea,0.578901336,-2.831914188,65.91957814,12,NonZoo
Xylopia,0.581549125,4.528786577,62.24916428,18.2305,EndoZoo
Xylopia amazonica,0.787,4.528786577,62.24916428,30,EndoZoo
Xylopia aromatica,0.599856667,4.276443872,81.38461889,15,EndoZoo
Xylopia benthamii,0.6,4.528786577,62.24916428,25,EndoZoo
Xylopia calophylla,0.581549125,3.90658022,62.24916428,15,EndoZoo
Xylopia cayennensis,0.581549125,4.528786577,62.24916428,18.2305,EndoZoo
Xylopia frutescens,0.580833333,3.93135101,60.45829195,17,EndoZoo
Xylopia laevigata,0.581549125,4.528786577,100.9619888,15,EndoZoo
Xylopia nitida,0.548393333,4.528786577,82.00849373,36,EndoZoo
Xylopia polyantha,0.6,4.528786577,62.24916428,18.2305,EndoZoo
Xylosma benthamii,0.65,2.175850654,47.06224522,15,EndoZoo
Zanthoxylum caribaeum,0.6599,2.7538281,60.90133983,25,NonZoo
Zanthoxylum ekmanii,0.439444578,2.855032391,67.45677727,40,NonZoo
Zanthoxylum monogynum,0.9,4.074549935,44.0822481,20,NonZoo
Zanthoxylum paulae,0.589830346,3.641320702,60.86227977,12.45076667,NonZoo
Zanthoxylum rhoifolium,0.571919048,3.474281438,76.41689886,23,NonZoo
Zanthoxylum sprucei,0.4,3.028857524,54.57085478,25.9,NonZoo
Ziziphus cinnamomum,0.835,7.107971326,59.47071069,35,SynZoo
Zollernia ilicifolia,0.980495752,6.571283042,94.34991435,30,SynZoo
Zollernia paraensis,0.97975,6.571283042,94.34991435,30,SynZoo
Zygia juruana,0.690086495,8.804662741,64.90000002,16.91666667,EndoZoo
Zygia latifolia,0.36,5.302132081,67.53106431,20,EndoZoo
Zygia racemosa,0.780087616,8.804662741,73.34075719,37,EndoZoo
Zygia ramiflora,0.78,8.804662741,68.58195627,30,EndoZoo
